DATASET,CELL_LINE_NAME,TCGA_DESC,CelllineName,DRUG_NAME,DrugBankID,LN_IC50,IC50
GDSC2,NCI-H650,LUAD,LUAD_NCI-H650,Olaparib,DB09074,5.119205,167.20239
GDSC2,T24,BLCA,BLCA_T24,Olaparib,DB09074,5.993218,400.702
GDSC2,NCI-H2087,LUAD,LUAD_NCI-H2087,Olaparib,DB09074,4.516774,91.53981
GDSC2,UM-UC-3,BLCA,BLCA_UM-UC-3,Olaparib,DB09074,5.335613,207.59997
GDSC2,SW756,CESC,CESC_SW756,Olaparib,DB09074,5.705,300.36548
GDSC2,Calu-6,LUAD,LUAD_Calu-6,Olaparib,DB09074,4.357745,78.08086
GDSC2,NCI-H1355,LUAD,LUAD_NCI-H1355,Olaparib,DB09074,5.522333,250.21812
GDSC2,NCI-H1792,LUAD,LUAD_NCI-H1792,Olaparib,DB09074,4.339854,76.69634
GDSC2,HPAF-II,PAAD,PAAD_HPAF-II,Olaparib,DB09074,4.679069,107.66979
GDSC2,MIA-PaCa-2,PAAD,PAAD_MIA-PaCa-2,Olaparib,DB09074,4.818417,123.76901
GDSC2,NCI-H2009,LUAD,LUAD_NCI-H2009,Olaparib,DB09074,3.708488,40.79208
GDSC2,NCI-H2291,LUAD,LUAD_NCI-H2291,Olaparib,DB09074,6.652937,775.05733
GDSC2,SW1573,LUAD,LUAD_SW1573,Olaparib,DB09074,5.300527,200.44242
GDSC2,TE-5,ESCA,ESCA_TE-5,Olaparib,DB09074,5.824825,338.60187
GDSC2,HCC1954,BRCA,BRCA_HCC1954,Olaparib,DB09074,4.017502,55.56214
GDSC2,HCC1143,BRCA,BRCA_HCC1143,Olaparib,DB09074,5.307956,201.93705
GDSC2,HCC1187,BRCA,BRCA_HCC1187,Olaparib,DB09074,4.459187,86.41722
GDSC2,HCC1395,BRCA,BRCA_HCC1395,Olaparib,DB09074,3.496354,32.99493
GDSC2,HCC1599,BRCA,BRCA_HCC1599,Olaparib,DB09074,4.608563,100.33986
GDSC2,HCC1937,BRCA,BRCA_HCC1937,Olaparib,DB09074,5.936759,378.70555
GDSC2,HCC2157,BRCA,BRCA_HCC2157,Olaparib,DB09074,4.6669,106.36749
GDSC2,HCC2218,BRCA,BRCA_HCC2218,Olaparib,DB09074,4.261175,70.89323
GDSC2,HCC38,BRCA,BRCA_HCC38,Olaparib,DB09074,6.136998,462.66257
GDSC2,BB30-HNC,HNSC,HNSC_BB30-HNC,Olaparib,DB09074,3.012676,20.34176
GDSC2,BB49-HNC,HNSC,HNSC_BB49-HNC,Olaparib,DB09074,4.397624,81.25757
GDSC2,BB65-RCC,KIRC,KIRC_BB65-RCC,Olaparib,DB09074,4.831212,125.36281
GDSC2,BHY,HNSC,HNSC_BHY,Olaparib,DB09074,5.247183,190.0302
GDSC2,Ca9-22,HNSC,HNSC_Ca9-22,Olaparib,DB09074,4.544524,94.11562
GDSC2,CAL-33,HNSC,HNSC_CAL-33,Olaparib,DB09074,3.779915,43.81232
GDSC2,CP50-MEL-B,SKCM,SKCM_CP50-MEL-B,Olaparib,DB09074,5.622558,276.59601
GDSC2,CP66-MEL,SKCM,SKCM_CP66-MEL,Olaparib,DB09074,6.38503,592.90252
GDSC2,D-542MG,GBM,GBM_D-542MG,Olaparib,DB09074,4.659654,105.59954
GDSC2,DSH1,BLCA,BLCA_DSH1,Olaparib,DB09074,4.918581,136.80834
GDSC2,EBC-1,LUSC,LUSC_EBC-1,Olaparib,DB09074,4.300568,73.74167
GDSC2,EC-GI-10,ESCA,ESCA_EC-GI-10,Olaparib,DB09074,4.018209,55.60143
GDSC2,EPLC-272H,LUSC,LUSC_EPLC-272H,Olaparib,DB09074,4.586457,98.14608
GDSC2,HA7-RCC,KIRC,KIRC_HA7-RCC,Olaparib,DB09074,5.112898,166.15116
GDSC2,HCE-4,ESCA,ESCA_HCE-4,Olaparib,DB09074,4.350164,77.49117
GDSC2,HO-1-u-1,HNSC,HNSC_HO-1-u-1,Olaparib,DB09074,5.526793,251.33658
GDSC2,HSC-2,HNSC,HNSC_HSC-2,Olaparib,DB09074,4.103633,60.5599
GDSC2,J82,BLCA,BLCA_J82,Olaparib,DB09074,4.945742,140.57512
GDSC2,KNS-62,LUSC,LUSC_KNS-62,Olaparib,DB09074,4.187999,65.89081
GDSC2,KOSC-2,HNSC,HNSC_KOSC-2,Olaparib,DB09074,4.290808,73.02545
GDSC2,KP-4,PAAD,PAAD_KP-4,Olaparib,DB09074,4.016762,55.52104
GDSC2,KYSE-140,ESCA,ESCA_KYSE-140,Olaparib,DB09074,5.09433,163.09453
GDSC2,KYSE-410,ESCA,ESCA_KYSE-410,Olaparib,DB09074,6.005859,405.79942
GDSC2,KYSE-520,ESCA,ESCA_KYSE-520,Olaparib,DB09074,6.106305,448.67778
GDSC2,KYSE-70,ESCA,ESCA_KYSE-70,Olaparib,DB09074,5.093741,162.9985
GDSC2,LB1047-RCC,KIRC,KIRC_LB1047-RCC,Olaparib,DB09074,5.540696,254.85532
GDSC2,LB2241-RCC,KIRC,KIRC_LB2241-RCC,Olaparib,DB09074,5.109206,165.53886
GDSC2,LB2518-MEL,SKCM,SKCM_LB2518-MEL,Olaparib,DB09074,5.650862,284.53663
GDSC2,LB373-MEL-D,SKCM,SKCM_LB373-MEL-D,Olaparib,DB09074,4.356777,78.00532
GDSC2,LB771-HNC,HNSC,HNSC_LB771-HNC,Olaparib,DB09074,4.824215,124.48871
GDSC2,LB831-BLC,BLCA,BLCA_LB831-BLC,Olaparib,DB09074,5.72234,305.61924
GDSC2,LB996-RCC,KIRC,KIRC_LB996-RCC,Olaparib,DB09074,3.970253,52.99794
GDSC2,LXF-289,LUAD,LUAD_LXF-289,Olaparib,DB09074,4.805344,122.16151
GDSC2,MZ1-PC,PAAD,PAAD_MZ1-PC,Olaparib,DB09074,7.048392,1151.00644
GDSC2,MZ7-mel,SKCM,SKCM_MZ7-mel,Olaparib,DB09074,4.544209,94.08598
GDSC2,NCI-H1563,LUAD,LUAD_NCI-H1563,Olaparib,DB09074,4.875391,131.02537
GDSC2,PC-14,LUAD,LUAD_PC-14,Olaparib,DB09074,4.303079,73.92707
GDSC2,TE-15,ESCA,ESCA_TE-15,Olaparib,DB09074,4.902836,134.67117
GDSC2,TE-1,ESCA,ESCA_TE-1,Olaparib,DB09074,5.379792,216.97714
GDSC2,TE-10,ESCA,ESCA_TE-10,Olaparib,DB09074,5.608716,272.79375
GDSC2,TE-8,ESCA,ESCA_TE-8,Olaparib,DB09074,4.444817,85.18429
GDSC2,CAPAN-1,PAAD,PAAD_CAPAN-1,Olaparib,DB09074,3.361847,28.84241
GDSC2,PC-3,PRAD,PRAD_PC-3,Olaparib,DB09074,5.360984,212.93437
GDSC2,DU-145,PRAD,PRAD_DU-145,Olaparib,DB09074,5.111003,165.83661
GDSC2,NCI-H226,LUSC,LUSC_NCI-H226,Olaparib,DB09074,7.493188,1795.76788
GDSC2,NCI-H23,LUAD,LUAD_NCI-H23,Olaparib,DB09074,3.309964,27.38414
GDSC2,NCI-H522,LUAD,LUAD_NCI-H522,Olaparib,DB09074,4.601431,99.62678
GDSC2,T47D,BRCA,BRCA_T47D,Olaparib,DB09074,4.628519,102.36235
GDSC2,MCF7,BRCA,BRCA_MCF7,Olaparib,DB09074,5.333266,207.1133
GDSC2,786-0,KIRC,KIRC_786-0,Olaparib,DB09074,3.978413,53.43217
GDSC2,A498,KIRC,KIRC_A498,Olaparib,DB09074,5.114801,166.46765
GDSC2,A549,LUAD,LUAD_A549,Olaparib,DB09074,4.063567,58.18147
GDSC2,ACHN,KIRC,KIRC_ACHN,Olaparib,DB09074,4.329319,75.89259
GDSC2,BT-549,BRCA,BRCA_BT-549,Olaparib,DB09074,5.547997,256.72282
GDSC2,SK-MEL-28,SKCM,SKCM_SK-MEL-28,Olaparib,DB09074,4.877915,131.3565
GDSC2,SK-MEL-2,SKCM,SKCM_SK-MEL-2,Olaparib,DB09074,5.047234,155.5915
GDSC2,SK-MEL-5,SKCM,SKCM_SK-MEL-5,Olaparib,DB09074,5.97206,392.313
GDSC2,Hs-578-T,BRCA,BRCA_Hs-578-T,Olaparib,DB09074,4.300088,73.70628
GDSC2,MDA-MB-231,BRCA,BRCA_MDA-MB-231,Olaparib,DB09074,4.388864,80.54886
GDSC2,CAKI-1,KIRC,KIRC_CAKI-1,Olaparib,DB09074,4.943151,140.21136
GDSC2,NCI-H322M,LUAD,LUAD_NCI-H322M,Olaparib,DB09074,4.898174,134.04479
GDSC2,EKVX,LUAD,LUAD_EKVX,Olaparib,DB09074,7.334576,1532.37791
GDSC2,HOP-62,LUAD,LUAD_HOP-62,Olaparib,DB09074,4.539077,93.60436
GDSC2,LOXIMVI,SKCM,SKCM_LOXIMVI,Olaparib,DB09074,2.954964,19.20103
GDSC2,M14,SKCM,SKCM_M14,Olaparib,DB09074,3.930116,50.91288
GDSC2,UACC-62,SKCM,SKCM_UACC-62,Olaparib,DB09074,5.509287,246.97497
GDSC2,UACC-257,SKCM,SKCM_UACC-257,Olaparib,DB09074,4.779146,119.00268
GDSC2,RXF393,KIRC,KIRC_RXF393,Olaparib,DB09074,5.910786,368.99607
GDSC2,SN12C,KIRC,KIRC_SN12C,Olaparib,DB09074,5.751899,314.78788
GDSC2,TK10,KIRC,KIRC_TK10,Olaparib,DB09074,8.6119,5496.68246
GDSC2,U031,KIRC,KIRC_U031,Olaparib,DB09074,4.49861,89.89209
GDSC2,SNB75,GBM,GBM_SNB75,Olaparib,DB09074,4.353254,77.73099
GDSC2,U251,GBM,GBM_U251,Olaparib,DB09074,4.397692,81.2631
GDSC2,SF295,GBM,GBM_SF295,Olaparib,DB09074,3.658513,38.8036
GDSC2,SF268,GBM,GBM_SF268,Olaparib,DB09074,4.121286,61.63846
GDSC2,BxPC-3,PAAD,PAAD_BxPC-3,Olaparib,DB09074,4.812086,122.9879
GDSC2,BHT-101,THCA,THCA_BHT-101,Olaparib,DB09074,4.336509,76.44022
GDSC2,Becker,GBM,GBM_Becker,Olaparib,DB09074,4.519615,91.80025
GDSC2,AGS,STAD,STAD_AGS,Olaparib,DB09074,3.865557,47.72985
GDSC2,ABC-1,LUAD,LUAD_ABC-1,Olaparib,DB09074,4.85986,129.00614
GDSC2,A2058,SKCM,SKCM_A2058,Olaparib,DB09074,3.173924,23.90109
GDSC2,A375,SKCM,SKCM_A375,Olaparib,DB09074,3.740681,42.12667
GDSC2,8305C,THCA,THCA_8305C,Olaparib,DB09074,4.700616,110.01492
GDSC2,647-V,BLCA,BLCA_647-V,Olaparib,DB09074,2.347827,10.46281
GDSC2,639-V,BLCA,BLCA_639-V,Olaparib,DB09074,3.244182,25.64073
GDSC2,BT-20,BRCA,BRCA_BT-20,Olaparib,DB09074,4.414881,82.672
GDSC2,COR-L105,LUAD,LUAD_COR-L105,Olaparib,DB09074,5.760083,317.37467
GDSC2,COLO-824,BRCA,BRCA_COLO-824,Olaparib,DB09074,4.979884,145.45751
GDSC2,COLO-800,SKCM,SKCM_COLO-800,Olaparib,DB09074,4.48981,89.10451
GDSC2,COLO-792,SKCM,SKCM_COLO-792,Olaparib,DB09074,4.481595,88.37552
GDSC2,COLO-680N,ESCA,ESCA_COLO-680N,Olaparib,DB09074,5.97045,391.68189
GDSC2,COLO-679,SKCM,SKCM_COLO-679,Olaparib,DB09074,4.791912,120.5316
GDSC2,CFPAC-1,PAAD,PAAD_CFPAC-1,Olaparib,DB09074,4.751134,115.71543
GDSC2,Ca-Ski,CESC,CESC_Ca-Ski,Olaparib,DB09074,4.470625,87.41134
GDSC2,CAL-120,BRCA,BRCA_CAL-120,Olaparib,DB09074,7.027954,1127.72093
GDSC2,CAL-62,THCA,THCA_CAL-62,Olaparib,DB09074,3.873033,48.08802
GDSC2,C32,SKCM,SKCM_C32,Olaparib,DB09074,4.989735,146.89749
GDSC2,DBTRG-05MG,GBM,GBM_DBTRG-05MG,Olaparib,DB09074,6.206197,495.81209
GDSC2,Detroit562,HNSC,HNSC_Detroit562,Olaparib,DB09074,4.076717,58.95161
GDSC2,DK-MG,GBM,GBM_DK-MG,Olaparib,DB09074,4.829613,125.16251
GDSC2,DoTc2-4510,CESC,CESC_DoTc2-4510,Olaparib,DB09074,3.776936,43.68199
GDSC2,DU-4475,BRCA,BRCA_DU-4475,Olaparib,DB09074,2.093546,8.11364
GDSC2,EFM-19,BRCA,BRCA_EFM-19,Olaparib,DB09074,5.192133,179.85177
GDSC2,EVSA-T,BRCA,BRCA_EVSA-T,Olaparib,DB09074,3.525967,33.98662
GDSC2,FADU,HNSC,HNSC_FADU,Olaparib,DB09074,4.772292,118.18982
GDSC2,FTC-133,THCA,THCA_FTC-133,Olaparib,DB09074,4.626207,102.12596
GDSC2,G-361,SKCM,SKCM_G-361,Olaparib,DB09074,3.983288,53.69329
GDSC2,GCIY,STAD,STAD_GCIY,Olaparib,DB09074,4.944918,140.45933
GDSC2,HCC1419,BRCA,BRCA_HCC1419,Olaparib,DB09074,4.666255,106.29891
GDSC2,HCC1569,BRCA,BRCA_HCC1569,Olaparib,DB09074,5.80221,331.03033
GDSC2,HCC70,BRCA,BRCA_HCC70,Olaparib,DB09074,4.154822,63.74062
GDSC2,HEC-1,UCEC,UCEC_HEC-1,Olaparib,DB09074,5.699474,298.71024
GDSC2,HGC-27,STAD,STAD_HGC-27,Olaparib,DB09074,2.589137,13.31827
GDSC2,HLE,LIHC,LIHC_HLE,Olaparib,DB09074,4.573997,96.93077
GDSC2,HMV-II,SKCM,SKCM_HMV-II,Olaparib,DB09074,5.328705,206.17081
GDSC2,HSC-3,HNSC,HNSC_HSC-3,Olaparib,DB09074,4.640614,103.60794
GDSC2,HSC-4,HNSC,HNSC_HSC-4,Olaparib,DB09074,3.980335,53.53497
GDSC2,HT-1197,BLCA,BLCA_HT-1197,Olaparib,DB09074,4.685606,108.37593
GDSC2,HT-1376,BLCA,BLCA_HT-1376,Olaparib,DB09074,5.352656,211.16842
GDSC2,HT-144,SKCM,SKCM_HT-144,Olaparib,DB09074,4.52917,92.6816
GDSC2,HT-3,CESC,CESC_HT-3,Olaparib,DB09074,4.12396,61.8035
GDSC2,HuH-7,LIHC,LIHC_HuH-7,Olaparib,DB09074,4.358575,78.1457
GDSC2,IGR-1,SKCM,SKCM_IGR-1,Olaparib,DB09074,4.064482,58.23474
GDSC2,IPC-298,SKCM,SKCM_IPC-298,Olaparib,DB09074,5.436094,229.54383
GDSC2,IST-MEL1,SKCM,SKCM_IST-MEL1,Olaparib,DB09074,4.509697,90.89427
GDSC2,KATOIII,STAD,STAD_KATOIII,Olaparib,DB09074,4.364809,78.63438
GDSC2,HuP-T3,PAAD,PAAD_HuP-T3,Olaparib,DB09074,5.913918,370.15358
GDSC2,HuP-T4,PAAD,PAAD_HuP-T4,Olaparib,DB09074,4.831784,125.43454
GDSC2,KU-19-19,BLCA,BLCA_KU-19-19,Olaparib,DB09074,3.528343,34.06747
GDSC2,KS-1,GBM,GBM_KS-1,Olaparib,DB09074,5.390157,219.2378
GDSC2,KYSE-150,ESCA,ESCA_KYSE-150,Olaparib,DB09074,4.31174,74.57013
GDSC2,KYSE-180,ESCA,ESCA_KYSE-180,Olaparib,DB09074,4.465254,86.94311
GDSC2,KYSE-270,ESCA,ESCA_KYSE-270,Olaparib,DB09074,3.725476,41.49098
GDSC2,KYSE-450,ESCA,ESCA_KYSE-450,Olaparib,DB09074,4.931129,138.53583
GDSC2,KYSE-510,ESCA,ESCA_KYSE-510,Olaparib,DB09074,4.949194,141.06122
GDSC2,LC-2-ad,LUAD,LUAD_LC-2-ad,Olaparib,DB09074,3.897518,49.27998
GDSC2,LNCaP-Clone-FGC,PRAD,PRAD_LNCaP-Clone-FGC,Olaparib,DB09074,2.835879,17.04538
GDSC2,MDA-MB-175-VII,BRCA,BRCA_MDA-MB-175-VII,Olaparib,DB09074,6.496301,662.68582
GDSC2,MDA-MB-361,BRCA,BRCA_MDA-MB-361,Olaparib,DB09074,4.354306,77.8128
GDSC2,MDA-MB-453,BRCA,BRCA_MDA-MB-453,Olaparib,DB09074,4.828695,125.04767
GDSC2,MDA-MB-468,BRCA,BRCA_MDA-MB-468,Olaparib,DB09074,3.506114,33.31854
GDSC2,MEL-HO,SKCM,SKCM_MEL-HO,Olaparib,DB09074,5.743645,312.20031
GDSC2,MEL-JUSO,SKCM,SKCM_MEL-JUSO,Olaparib,DB09074,5.274047,195.20436
GDSC2,Mewo,SKCM,SKCM_Mewo,Olaparib,DB09074,5.727373,307.16129
GDSC2,MFE-280,UCEC,UCEC_MFE-280,Olaparib,DB09074,4.990063,146.94568
GDSC2,MFE-296,UCEC,UCEC_MFE-296,Olaparib,DB09074,4.159856,64.0623
GDSC2,MKN28,STAD,STAD_MKN28,Olaparib,DB09074,6.460385,639.30714
GDSC2,MRK-nu-1,BRCA,BRCA_MRK-nu-1,Olaparib,DB09074,4.09441,60.00393
GDSC2,NCI-H520,LUSC,LUSC_NCI-H520,Olaparib,DB09074,5.385802,218.2851
GDSC2,SNU-1,STAD,STAD_SNU-1,Olaparib,DB09074,3.202444,24.59256
GDSC2,SNU-5,STAD,STAD_SNU-5,Olaparib,DB09074,4.615346,101.02278
GDSC2,SNU-16,STAD,STAD_SNU-16,Olaparib,DB09074,2.284911,9.82481
GDSC2,NUGC-3,STAD,STAD_NUGC-3,Olaparib,DB09074,4.739064,114.32714
GDSC2,NCI-H441,LUAD,LUAD_NCI-H441,Olaparib,DB09074,5.940094,379.97065
GDSC2,NCI-N87,STAD,STAD_NCI-N87,Olaparib,DB09074,5.049515,155.94681
GDSC2,NCI-H1793,LUAD,LUAD_NCI-H1793,Olaparib,DB09074,6.630432,757.80947
GDSC2,NCI-H358,LUAD,LUAD_NCI-H358,Olaparib,DB09074,5.327528,205.92829
GDSC2,NCI-H1573,LUAD,LUAD_NCI-H1573,Olaparib,DB09074,4.66316,105.97042
GDSC2,NCI-H1666,LUAD,LUAD_NCI-H1666,Olaparib,DB09074,6.318962,554.99661
GDSC2,NCI-H1755,LUAD,LUAD_NCI-H1755,Olaparib,DB09074,5.084286,161.46461
GDSC2,NCI-H1993,LUAD,LUAD_NCI-H1993,Olaparib,DB09074,4.85117,127.88993
GDSC2,OS-RC-2,KIRC,KIRC_OS-RC-2,Olaparib,DB09074,5.90078,365.32231
GDSC2,OCUB-M,BRCA,BRCA_OCUB-M,Olaparib,DB09074,3.520678,33.80734
GDSC2,RF-48,STAD,STAD_RF-48,Olaparib,DB09074,3.221127,25.05634
GDSC2,RT-112,BLCA,BLCA_RT-112,Olaparib,DB09074,4.563164,95.88638
GDSC2,RVH-421,SKCM,SKCM_RVH-421,Olaparib,DB09074,5.25883,192.25642
GDSC2,SAS,HNSC,HNSC_SAS,Olaparib,DB09074,5.565118,261.15602
GDSC2,SCC-9,HNSC,HNSC_SCC-9,Olaparib,DB09074,4.901928,134.54894
GDSC2,SF126,GBM,GBM_SF126,Olaparib,DB09074,3.679173,39.61362
GDSC2,SH-4,SKCM,SKCM_SH-4,Olaparib,DB09074,5.072854,159.62926
GDSC2,SK-HEP-1,LIHC,LIHC_SK-HEP-1,Olaparib,DB09074,4.475953,87.87831
GDSC2,SK-LU-1,LUAD,LUAD_SK-LU-1,Olaparib,DB09074,5.491182,242.54372
GDSC2,SK-MEL-1,SKCM,SKCM_SK-MEL-1,Olaparib,DB09074,5.118646,167.10895
GDSC2,SK-MEL-3,SKCM,SKCM_SK-MEL-3,Olaparib,DB09074,4.889418,132.87622
GDSC2,SK-MEL-24,SKCM,SKCM_SK-MEL-24,Olaparib,DB09074,5.056545,157.04698
GDSC2,SK-MEL-30,SKCM,SKCM_SK-MEL-30,Olaparib,DB09074,5.347714,210.1274
GDSC2,SK-MEL-31,SKCM,SKCM_SK-MEL-31,Olaparib,DB09074,5.278173,196.01144
GDSC2,SK-MES-1,LUSC,LUSC_SK-MES-1,Olaparib,DB09074,4.743937,114.88562
GDSC2,SK-MG-1,GBM,GBM_SK-MG-1,Olaparib,DB09074,4.951525,141.39042
GDSC2,SNG-M,UCEC,UCEC_SNG-M,Olaparib,DB09074,4.42612,83.60639
GDSC2,SNU-387,LIHC,LIHC_SNU-387,Olaparib,DB09074,4.847685,127.44501
GDSC2,SNU-423,LIHC,LIHC_SNU-423,Olaparib,DB09074,5.054953,156.79716
GDSC2,SNU-449,LIHC,LIHC_SNU-449,Olaparib,DB09074,6.253905,520.03962
GDSC2,SW1088,GBM,GBM_SW1088,Olaparib,DB09074,4.148482,63.33778
GDSC2,SW1710,BLCA,BLCA_SW1710,Olaparib,DB09074,4.989532,146.86767
GDSC2,TGBC11TKB,STAD,STAD_TGBC11TKB,Olaparib,DB09074,5.601644,270.87135
GDSC2,UACC-893,BRCA,BRCA_UACC-893,Olaparib,DB09074,4.124962,61.86546
GDSC2,VMRC-RCZ,KIRC,KIRC_VMRC-RCZ,Olaparib,DB09074,6.99521,1091.39285
GDSC2,WM-115,SKCM,SKCM_WM-115,Olaparib,DB09074,4.644498,104.01114
GDSC2,YAPC,PAAD,PAAD_YAPC,Olaparib,DB09074,6.329729,561.00454
GDSC2,YH-13,GBM,GBM_YH-13,Olaparib,DB09074,4.09092,59.79488
GDSC2,ZR-75-30,BRCA,BRCA_ZR-75-30,Olaparib,DB09074,5.944279,381.56415
GDSC2,RCC10RGB,KIRC,KIRC_RCC10RGB,Olaparib,DB09074,6.462811,640.85998
GDSC2,OE19,ESCA,ESCA_OE19,Olaparib,DB09074,4.85909,128.90684
GDSC2,NCI-H838,LUAD,LUAD_NCI-H838,Olaparib,DB09074,4.158122,63.95131
GDSC2,PSN1,PAAD,PAAD_PSN1,Olaparib,DB09074,4.446483,85.32632
GDSC2,OE33,ESCA,ESCA_OE33,Olaparib,DB09074,4.903768,134.79674
GDSC2,CGTH-W-1,THCA,THCA_CGTH-W-1,Olaparib,DB09074,3.446869,31.40192
GDSC2,COLO-684,UCEC,UCEC_COLO-684,Olaparib,DB09074,5.534978,253.40221
GDSC2,LN-405,GBM,GBM_LN-405,Olaparib,DB09074,4.633302,102.85313
GDSC2,BFTC-909,KIRC,KIRC_BFTC-909,Olaparib,DB09074,3.633855,37.85848
GDSC2,SCC-25,HNSC,HNSC_SCC-25,Olaparib,DB09074,3.662166,38.94561
GDSC2,AsPC-1,PAAD,PAAD_AsPC-1,Olaparib,DB09074,9.031948,8366.14095
GDSC2,AU565,BRCA,BRCA_AU565,Olaparib,DB09074,4.459639,86.45629
GDSC2,AN3-CA,UCEC,UCEC_AN3-CA,Olaparib,DB09074,4.353039,77.71428
GDSC2,C3A,LIHC,LIHC_C3A,Olaparib,DB09074,4.633744,102.8986
GDSC2,CAL-85-1,BRCA,BRCA_CAL-85-1,Olaparib,DB09074,4.616088,101.09776
GDSC2,CHL-1,SKCM,SKCM_CHL-1,Olaparib,DB09074,3.74642,42.36913
GDSC2,NCI-H1651,LUAD,LUAD_NCI-H1651,Olaparib,DB09074,3.326698,27.84624
GDSC2,RPMI-7951,SKCM,SKCM_RPMI-7951,Olaparib,DB09074,3.696549,40.30796
GDSC2,SCC-4,HNSC,HNSC_SCC-4,Olaparib,DB09074,5.057313,157.16764
GDSC2,SW1990,PAAD,PAAD_SW1990,Olaparib,DB09074,4.735334,113.9015
GDSC2,UACC-812,BRCA,BRCA_UACC-812,Olaparib,DB09074,4.930557,138.45661
GDSC2,SCC-15,HNSC,HNSC_SCC-15,Olaparib,DB09074,4.362773,78.47444
GDSC2,CAPAN-2,PAAD,PAAD_CAPAN-2,Olaparib,DB09074,5.817926,336.2739
GDSC2,CAL-27,HNSC,HNSC_CAL-27,Olaparib,DB09074,3.299488,27.09876
GDSC2,A704,KIRC,KIRC_A704,Olaparib,DB09074,4.188574,65.92871
GDSC2,A101D,SKCM,SKCM_A101D,Olaparib,DB09074,4.368399,78.91718
GDSC2,769-P,KIRC,KIRC_769-P,Olaparib,DB09074,3.749583,42.50335
GDSC2,23132-87,STAD,STAD_23132-87,Olaparib,DB09074,4.563244,95.89406
GDSC2,BFTC-905,BLCA,BLCA_BFTC-905,Olaparib,DB09074,3.755158,42.74097
GDSC2,CAL-51,BRCA,BRCA_CAL-51,Olaparib,DB09074,3.460031,31.81796
GDSC2,RERF-LC-MS,LUAD,LUAD_RERF-LC-MS,Olaparib,DB09074,2.536231,12.63197
GDSC2,GAK,SKCM,SKCM_GAK,Olaparib,DB09074,4.063245,58.16274
GDSC2,AM-38,GBM,GBM_AM-38,Olaparib,DB09074,3.087854,21.92997
GDSC2,DOK,HNSC,HNSC_DOK,Olaparib,DB09074,4.791196,120.44534
GDSC2,CAS-1,GBM,GBM_CAS-1,Olaparib,DB09074,5.597036,269.62605
GDSC2,MFM-223,BRCA,BRCA_MFM-223,Olaparib,DB09074,6.297714,543.32844
GDSC2,CAL-54,KIRC,KIRC_CAL-54,Olaparib,DB09074,4.884314,132.19975
GDSC2,22RV1,PRAD,PRAD_22RV1,Olaparib,DB09074,4.807878,122.47146
GDSC2,8505C,THCA,THCA_8505C,Olaparib,DB09074,4.115962,61.31117
GDSC2,B-CPAP,THCA,THCA_B-CPAP,Olaparib,DB09074,3.964023,52.66879
GDSC2,CAL-148,BRCA,BRCA_CAL-148,Olaparib,DB09074,3.390674,29.68595
GDSC2,CAL-39,CESC,CESC_CAL-39,Olaparib,DB09074,4.349191,77.41581
GDSC2,HO-1-N-1,HNSC,HNSC_HO-1-N-1,Olaparib,DB09074,4.604884,99.97139
GDSC2,HTC-C3,THCA,THCA_HTC-C3,Olaparib,DB09074,4.818831,123.82026
GDSC2,KLE,UCEC,UCEC_KLE,Olaparib,DB09074,4.716935,111.82498
GDSC2,K5,THCA,THCA_K5,Olaparib,DB09074,4.019976,55.69977
GDSC2,MDA-MB-415,BRCA,BRCA_MDA-MB-415,Olaparib,DB09074,4.114976,61.25074
GDSC2,NCI-H1975,LUAD,LUAD_NCI-H1975,Olaparib,DB09074,4.575222,97.04958
GDSC2,MKN7,STAD,STAD_MKN7,Olaparib,DB09074,5.493526,243.11291
GDSC2,MDA-MB-157,BRCA,BRCA_MDA-MB-157,Olaparib,DB09074,4.338651,76.60413
GDSC2,MMAc-SF,SKCM,SKCM_MMAc-SF,Olaparib,DB09074,5.663407,288.12863
GDSC2,MKN45,STAD,STAD_MKN45,Olaparib,DB09074,5.355787,211.83062
GDSC2,PANC-03-27,PAAD,PAAD_PANC-03-27,Olaparib,DB09074,4.600026,99.4869
GDSC2,PANC-08-13,PAAD,PAAD_PANC-08-13,Olaparib,DB09074,5.73596,309.81025
GDSC2,PANC-10-05,PAAD,PAAD_PANC-10-05,Olaparib,DB09074,7.276768,1446.306
GDSC2,RO82-W-1,THCA,THCA_RO82-W-1,Olaparib,DB09074,6.877641,970.33464
GDSC2,SiHa,CESC,CESC_SiHa,Olaparib,DB09074,3.959329,52.42214
GDSC2,SKG-IIIa,CESC,CESC_SKG-IIIa,Olaparib,DB09074,5.748815,313.81856
GDSC2,TT,THCA,THCA_TT,Olaparib,DB09074,5.847999,346.54026
GDSC2,VMRC-MELG,SKCM,SKCM_VMRC-MELG,Olaparib,DB09074,4.646121,104.18009
GDSC2,TE-9,ESCA,ESCA_TE-9,Olaparib,DB09074,3.659689,38.84926
GDSC2,TE-11,ESCA,ESCA_TE-11,Olaparib,DB09074,4.708406,110.87528
GDSC2,TE-6,ESCA,ESCA_TE-6,Olaparib,DB09074,5.070557,159.26301
GDSC2,TE-12,ESCA,ESCA_TE-12,Olaparib,DB09074,6.786685,885.97169
GDSC2,BT-474,BRCA,BRCA_BT-474,Olaparib,DB09074,5.825418,338.80272
GDSC2,D-245MG,GBM,GBM_D-245MG,Olaparib,DB09074,4.757068,116.40413
